ArNr,Artikelbezeichnung,PreisD,Rabattpreis,PreisCH,VE,Lagerbestand_generell,Bestelldatum1,Bestellmenge1,Bestelldatum2,Bestellmenge2,Bestelldatum3,Bestellmenge3,Kategorie,Subkategorie,Lagerbestand_sofort,Exportkennzeichen,Farbe,Groesse,Kennzeichen,Lagerbestand_physisch,
000003,          Holzstab                  3 mm,       0,       0,       0,     1,       622,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,            622,1,          natur,              0,              000003,622,
000004,          Holzstab                  4 mm,       0,       0,       0,    10,       254,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,            254,1,          natur,              0,              000003,254,
000006,          Holzstab                  6 mm,       0,       0,       0,     1,        90,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,             90,1,          natur,              0,              000003,90,
000008,          Holzstab                  8 mm,       0,       0,       0,    20,        18,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,             18,1,          natur,              0,              000003,18,
001005021,  Leuchte Pine schwarz 79cm *NICE PRICE*,   65.99,       0,       0,     1,         0,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,UNKATEGORISIERT,              0, ,undefiniert,undefiniert,                    ,0,
001005022,  Leuchte Pine schwarz 60cm *NICE PRICE*,   49.99,       0,       0,     1,         0,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,UNKATEGORISIERT,              0, ,undefiniert,undefiniert,                    ,0,
001005023,     Leuchte Pine weiß 79cm *NICE PRICE*,   65.99,       0,       0,     1,         0,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,UNKATEGORISIERT,              0, ,undefiniert,undefiniert,                    ,0,
001005024,     Leuchte Pine weiß 60cm *NICE PRICE*,   49.99,       0,       0,     1,         0,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,UNKATEGORISIERT,              0, ,undefiniert,undefiniert,                    ,0,
001008001,     Leuchte Dusk weiß 80cm *NICE PRICE*,   29.99,       0,       0,     1,         0,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,UNKATEGORISIERT,              0, ,undefiniert,undefiniert,                    ,0,
001008002,  Leuchte Dusk schwarz 80cm *NICE PRICE*,   29.99,       0,       0,     1,         0,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,UNKATEGORISIERT,              0, ,undefiniert,undefiniert,                    ,0,
001008004,     Leuchte Dawn weiß 75cm *NICE PRICE*,   29.99,       0,       0,     1,        -2,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,UNKATEGORISIERT,             -2, ,undefiniert,undefiniert,                    ,-2,
001008005,  Leuchte Dawn schwarz 75cm *NICE PRICE*,   29.99,       0,       0,     1,         0,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,UNKATEGORISIERT,              0, ,undefiniert,undefiniert,                    ,0,
001008006,     Leuchte Dawn gold 75cm *NICE PRICE*,   39.99,       0,       0,     1,         0,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,UNKATEGORISIERT,              0, ,undefiniert,undefiniert,                    ,0,
004005007,      Schale Pine gold 62cm *NICE PRICE*,   29.99,       0,       0,     1,         0,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,UNKATEGORISIERT,              0, ,undefiniert,undefiniert,                    ,0,
004005008,   Schale Pine schwarz 62cm *NICE PRICE*,   29.99,       0,       0,     1,         0,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,UNKATEGORISIERT,              0, ,undefiniert,undefiniert,                    ,0,
004005009,      Schale Pine weiß 62cm *NICE PRICE*,   29.99,       0,       0,     1,         0,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,UNKATEGORISIERT,              0, ,undefiniert,undefiniert,                    ,0,
222162,           Pokal Tazza mocca matt 16.5cm,    3.99,       0,    6.99,     4,        59,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             59,1,     mocca matt,           16.5,              222162,59,
222163,           Pokal Tazza mocca matt 19.5cm,    6.99,       0,   11.19,     2,        11,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             11,1,     mocca matt,           19.5,              222162,11,
222164,             Pokal Tazza mocca matt 22cm,   11.99,       0,   18.19,     2,        15,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             15,1,     mocca matt,             22,              222162,15,
222507, Teelichtkugel Ramos Inspirio schw. 11cm,    1.59,       0,    2.99,     6,       122,          ,     ,          ,     ,          ,     ,                       KERAMIK,              TEE-/WINDLICHTER,            122,1,        schwarz,undefiniert,              222507,122,
222508, Teelichtkugel Ramos Inspirio schw. 16cm,    2.29,       0,    4.69,     6,       118,          ,     ,          ,     ,          ,     ,                       KERAMIK,              TEE-/WINDLICHTER,            118,1,        schwarz,undefiniert,              222507,118,
222512,    Dekokugel Ramos Inspirio schwarz 9cm,    0.79,       0,    2.09,     6,        89,          ,     ,          ,     ,          ,     ,                       KERAMIK,                  DEKO-OBJEKTE,             89,1,        schwarz,undefiniert,              222507,89,
222513,   Dekokugel Ramos Inspirio schwarz 11cm,    0.99,       0,    2.99,     6,       168,          ,     ,          ,     ,          ,     ,                       KERAMIK,                  DEKO-OBJEKTE,            168,1,        schwarz,undefiniert,              222507,168,
222514,   Dekokugel Ramos Inspirio schwarz 16cm,    1.99,       0,    4.69,     6,       162,          ,     ,          ,     ,          ,     ,                       KERAMIK,                  DEKO-OBJEKTE,            162,1,        schwarz,undefiniert,              222507,162,
224200,      Kübel Daisy flower power weiß 12cm,    0.79,       0,    1.09,     9,         9,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,              9,1,           weiß,             12,              224200,9,
224201,      Kübel Daisy flower power weiß 14cm,    0.79,       0,    0.99,     9,         2,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,              2,1,           weiß,             14,              224200,2,
224202,      Kübel Daisy flower power weiß 16cm,    0.99,       0,    1.39,     6,       202,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            202,1,           weiß,             16,              224200,202,
224203,      Kübel Daisy flower power weiß 18cm,    1.39,       0,    1.99,     4,       149,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            149,1,           weiß,             18,              224200,149,
224212,        Kübel New Sila Wood vintage 12cm,    1.59,       0,    2.19,     9,        22,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             22,1,        vintage,             12,              224204,22,
224213,        Kübel New Sila Wood vintage 14cm,    1.99,       0,    2.69,     9,       162,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            162,1,        vintage,             14,              224204,162,
224214,        Kübel New Sila Wood vintage 16cm,    2.59,       0,    3.59,     6,        40,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             40,1,        vintage,             16,              224204,40,
224222,    Kübel New Sila Stone grau-beige 16cm,    1.89,       0,    2.59,     6,        11,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             11,1,     grau-beige,             16,              224204,11,
224652,                 Zylinderkübel weiß 12cm,       0,       0,       0,    18,        16,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,             16,1,           weiß,             12,              224652,16,
224653,                SmartPot Mum weiß 13.5cm,    1.99,       0,    2.79,     6,       179,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,UNKATEGORISIERT,            179,1,     i love mum,           13.5,              224653,179,
224654,                 Zylinderkübel weiß 15cm,    2.59,       0,       0,    10,       205,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,            205,1,           weiß,undefiniert,              224652,205,
224699,         Mini-Kübel Nemo deluxe weiß 8cm,    0.99,       0,    1.39,    20,       256,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            256,1,           weiß,              8,              224699,256,
224700,             Kübel Nemo deluxe weiß 13cm,    1.99,       0,    2.79,     8,       323,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            323,1,           weiß,             13,              224699,323,
224701,             Kübel Nemo deluxe weiß 15cm,    2.99,       0,    4.19,     5,        83,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             83,1,           weiß,             15,              224699,83,
224702,             Kübel Nemo deluxe weiß 18cm,    4.99,       0,    6.99,     4,        24,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             24,1,           weiß,             18,              224699,24,
224706,             Kübel Nemo deluxe grau 15cm,    2.99,       0,    4.19,     5,        15,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             15,1,           grau,             15,              224699,15,
224707,             Kübel Nemo deluxe grau 18cm,    4.99,       0,    6.99,     4,        15,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             15,1,           grau,             18,              224699,15,
224717,             Kübel Nemo deluxe oliv 18cm,    4.99,       0,    6.99,     4,        20,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             20,1,           oliv,             18,              224699,20,
224726,         Kübel Nemo deluxe gold-kiwi 8cm,    0.99,       0,    1.39,    20,        95,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             95,1,      gold-kiwi,              8,              224699,95,
224727,        Kübel Nemo deluxe gold-kiwi 13cm,    1.99,       0,    2.79,     8,        72,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             72,1,      gold-kiwi,             13,              224699,72,
224728,        Kübel Nemo deluxe gold-kiwi 15cm,    2.99,       0,    4.19,     5,        51,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             51,1,      gold-kiwi,             15,              224699,51,
224730,         Kübel Nemo deluxe grau-blau 8cm,    0.99,       0,    1.39,    20,         1,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,              1,1,      grau-blau,              8,              224699,1,
224731,        Kübel Nemo deluxe grau-blau 13cm,    1.99,       0,    2.79,     8,        56,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             56,1,      grau-blau,             13,              224699,56,
224732,        Kübel Nemo deluxe grau-blau 15cm,    2.99,       0,    4.19,     5,        10,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             10,1,      grau-blau,             15,              224699,10,
224734,             Kübel Nemo deluxe apfel 8cm,    0.99,       0,    1.39,    20,         3,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,              3,1,          apfel,              8,              224699,3,
224735,            Kübel Nemo deluxe apfel 13cm,    1.99,       0,    2.79,     8,        64,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             64,1,          apfel,             13,              224699,64,
224742,           Kübel Nemo deluxe flieder 8cm,    0.99,       0,    1.39,    20,         1,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,              1,1,        flieder,              8,              224699,1,
224743,          Kübel Nemo deluxe flieder 13cm,    1.99,       0,    2.79,     8,        45,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             45,1,        flieder,             13,              224699,45,
224744,          Kübel Nemo deluxe flieder 15cm,    2.99,       0,    4.19,     5,       145,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            145,1,        flieder,             15,              224699,145,
224745,          Kübel Nemo deluxe flieder 18cm,    4.99,       0,    6.99,     4,        16,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             16,1,        flieder,             18,              224699,16,
224746,         Kugeltopf Pita Wood coco 13.5cm,    0.99,       0,    1.39,     8,        40,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             40,1,           coco,           13.5,              224746,40,
224768,              Kübel Merry Xmas grün 12cm,    0.79,       0,    0.99,     9,        54,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             54,1,           grün,             12,              224765,54,
224769,            Kübel Merry Xmas grün 13.5cm,    0.99,       0,    1.39,     8,        80,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             80,1,           grün,           13.5,              224765,80,
224771,             Kübel Merry Xmas beere 12cm,    0.79,       0,    0.99,     9,        45,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             45,1,          beere,             12,              224765,72,
224774,                     Kübel Mao weiß 12cm,    0.99,       0,    1.39,     9,        89,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,             89,1,           weiß,             12,              224774,89,
224778,                  Kübel Mao violett 12cm,    0.99,       0,    1.39,     9,       108,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,            108,1,        violett,             12,              224774,108,
224779,                Kübel Mao violett 13.5cm,    1.59,       0,    2.19,     6,        18,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,             18,1,        violett,           13.5,              224774,18,
224781,                  Kübel Mao violett 18cm,    2.99,       0,    4.19,     4,         8,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,              8,1,        violett,             18,              224774,8,
224782,                     Kübel Mao grün 12cm,    0.99,       0,    1.39,     9,        99,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,             99,1,           grün,             12,              224774,99,
224783,                   Kübel Mao grün 13.5cm,    1.59,       0,    2.19,     6,        11,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,             11,1,           grün,           13.5,              224774,11,
224785,                     Kübel Mao grün 18cm,    2.99,       0,    6.39,     4,         1,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,              1,1,           grün,             18,              224774,1,
224901,                Kübel New Sila weiß 12cm,    1.59,       0,    2.19,     9,       117,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            117,1,           weiß,             12,              224900,117,
224903,                Kübel New Sila weiß 16cm,    2.79,       0,    3.79,     6,        96,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             96,1,           weiß,             16,              224900,96,
224904,                Kübel New Sila weiß 18cm,    3.99,       0,    5.39,     4,        16,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             16,1,           weiß,             18,              224900,16,
224910,                Kübel New Sila écru 10cm,    1.29,       0,    1.79,    16,       224,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            224,1,           écru,             10,              224900,224,
224913,                Kübel New Sila écru 16cm,    2.79,       0,    3.79,     6,         1,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,              1,1,           écru,             16,              224900,1,
224914,                Kübel New Sila écru 18cm,    3.99,       0,    5.39,     4,        28,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             28,1,           écru,             18,              224900,28,
224945,                Kübel New Sila grün 12cm,    1.59,       0,    2.19,     9,         4,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,              4,1,           grün,             12,              224900,4,
224946,                Kübel New Sila grün 14cm,    1.99,       0,    2.69,     9,        81,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,             81,1,           grün,             14,              224900,81,
224947,                Kübel New Sila grün 16cm,    2.79,       0,    3.79,     6,        78,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,             78,1,           grün,             16,              224900,78,
224948,                Kübel New Sila grün 18cm,    3.99,       0,    5.39,     4,        12,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,             12,1,           grün,             18,              224900,12,
224952,                Kübel New Sila gelb 16cm,    2.79,       0,    3.79,     6,         1,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,              1,1,           gelb,             16,              224900,1,
224954,              Kübel New Sila orange 10cm,    1.29,       0,    1.79,    16,        48,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,             48,1,         orange,             10,              224900,48,
224966,                 Kübel New Sila rot 12cm,    1.59,       0,    2.19,     9,        99,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,             99,1,            rot,             12,              224900,99,
224967,                 Kübel New Sila rot 14cm,    1.99,       0,    2.69,     9,        54,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,UNKATEGORISIERT,             54,1,            rot,             14,              224900,54,
224969,                 Kübel New Sila rot 18cm,    3.99,       0,    5.39,     4,         4,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,              4,1,            rot,             18,              224900,4,
224970,              Kübel New Sila petrol 10cm,    1.29,       0,    1.79,    16,       254,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            254,1,         petrol,             10,              224900,254,
224971,              Kübel New Sila petrol 12cm,    1.59,       0,    2.19,     9,       231,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            231,1,         petrol,             12,              224900,231,
224972,              Kübel New Sila petrol 14cm,    1.99,       0,    2.79,     9,       162,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            162,1,         petrol,             14,              224900,162,
224973,              Kübel New Sila petrol 16cm,    2.79,       0,    3.89,     6,       126,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            126,1,         petrol,             16,              224900,126,
224974,              Kübel New Sila petrol 18cm,    3.99,       0,    5.59,     4,        88,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             88,1,         petrol,             18,              224900,88,
224980,               Kübel New Sila braun 10cm,    1.29,       0,    1.79,    16,        31,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             31,1,          braun,             10,              224900,63,
224981,               Kübel New Sila braun 12cm,    1.59,       0,    2.19,     9,         8,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,              8,1,          braun,             12,              224900,8,
224982,               Kübel New Sila braun 14cm,    1.99,       0,    2.79,     9,        97,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             97,1,          braun,             14,              224900,115,
224984,               Kübel New Sila braun 18cm,    3.99,       0,    5.59,     4,        76,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             76,1,          braun,             18,              224900,84,
224985,            Kübel New Sila kaminrot 10cm,    1.29,       0,    1.79,    16,       126,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            126,1,       kaminrot,             10,              224900,126,
224986,            Kübel New Sila kaminrot 12cm,    1.59,       0,    2.19,     9,       153,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            153,1,       kaminrot,             12,              224900,153,
224995,         Kübel New Sila dunkel grau 10cm,    1.29,       0,    1.79,    16,        80,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             80,1,    dunkel grau,             10,              224900,80,
225511,      Teelicht Cube Inspirio schwarz 7cm,    1.59,       0,    2.29,     6,        71,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,             71, ,undefiniert,            7.5,                    ,71,
226505,Holzunterteil f. Tischlicht Hilto 13.5cm,    3.99,       0,    5.19,     1,       155,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,            155, ,undefiniert,undefiniert,                    ,155,
227147,   Glaskübel Bali SAJA® dark cognac 18cm,   18.99,       0,   26.59,     2,        20,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,UNKATEGORISIERT,             20, ,undefiniert,             18,                    ,20,
227226,     Glasvase Goa SAJA® orange rund 35cm,   19.99,       0,   25.99,     1,        23,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         VASEN,             23,1,         orange,           16.5,              227226,23,
227500,          Glaszylinder f. Windlicht 14cm,    2.99,       0,    3.99,     1,      1300,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,           1300, ,undefiniert,              7,                    ,1300,
228500,       Holzfuß f. Tischlicht Woody Kegel,     2.1,       0,     2.8,     6,       290,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,            290, ,undefiniert,undefiniert,                    ,290,
306382,    Schale l'Agio Premium Line weiß 60cm,      69,       0,      89,     1,         3,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,              3, ,undefiniert,             60,                    ,3,
309336,         Kübel Carlo X weiß/schwarz 14cm,    3.99,       0,    5.59,    12,        77,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             77,1,   weiß/schwarz,             14,              309336,77,
309337,         Kübel Carlo X weiß/schwarz 16cm,    5.59,       0,    7.79,     6,         6,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,              6,1,   weiß/schwarz,             16,              309336,6,
309340,         Kübel Carlo X weiß/schwarz 27cm,   14.99,       0,   20.99,     2,         6,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,              6,1,   weiß/schwarz,             27,              309336,6,
309341,        Schale Carlo X weiß/schwarz 24cm,    6.79,       0,    9.59,     4,         7,          ,     ,          ,     ,          ,     ,                       KERAMIK,                       SCHALEN,              7,1,   weiß/schwarz,             24,              309336,7,
309342,        Schale Carlo X weiß/schwarz 28cm,   10.59,       0,   14.99,     2,        10,          ,     ,          ,     ,          ,     ,                       KERAMIK,                       SCHALEN,             10,1,   weiß/schwarz,             28,              309336,10,
309805,                Kübel Monstera weiß 12cm,    3.99,       0,    5.59,    12,        24,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             24,1,  monstera weiß,undefiniert,              309805,24,
309809,                Kübel Monstera weiß 24cm,   12.99,       0,   18.49,     2,         2,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,              2,1,  monstera weiß,undefiniert,              309805,2,
319049,  Kübel Rondo Pop sort. 11cm (für PC9.5),    0.89,       0,    1.25,    12,       912,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            912,1,       sortiert,             11,              319049,972,
319050, Kübel Rondo Pop sort. 12cm (für PC10.5),    0.99,       0,    1.39,     9,        90,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             90,1,       sortiert,             12,              319049,153,
319053,     Orchideenaktion QPots II weiß sort.,    2.19,    1.99,    2.99,     6,      2090,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,           2090,1,           weiß,undefiniert,              319053,2330,
319311,             Schale Rondo Pop sort. 17cm,    1.49,       0,    2.09,    12,       544,          ,     ,          ,     ,          ,     ,                       KERAMIK,                       SCHALEN,            544,1,       sortiert,             17,              319049,604,
319317,                   Schale Rondo rot 17cm,    1.29,    0.99,    1.69,    12,       406,16.08.2021,360  ,          ,     ,          ,     ,                       KERAMIK,                       SCHALEN,             46,1,            rot,             17,              829167,46,
319318,                   Schale Rondo rot 20cm,    1.99,    1.59,    2.59,    12,       300,          ,     ,          ,     ,          ,     ,                       KERAMIK,                       SCHALEN,            300,1,            rot,             20,              829167,300,
319638,                   Kübel Pixel pink 19cm,    1.59,    2.79,    4.19,     6,       168,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,            168, ,undefiniert,             19,                    ,168,
319640,                   Kübel Pixel pink 25cm,    4.99,       0,    6.99,     1,        48,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,             48, ,undefiniert,             25,                    ,48,
319646,                   Kübel Pixel gelb 15cm,    0.79,       0,    1.99,     6,       149,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            149,1,           gelb,             15,              319623,149,
319648,                   Kübel Pixel gelb 19cm,    1.59,       0,    4.19,     6,        83,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             83,1,           gelb,             19,              319623,83,
319650,                 Kübel Pixel orange 15cm,    0.79,       0,    1.99,     6,        66,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             66,1,         orange,             15,              319623,66,
319653,                   Kübel Pixel grün 12cm,    0.59,    0.89,    1.39,     9,       167,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            167,1,           grün,             12,              319623,167,
319655,                   Kübel Pixel grün 17cm,    1.29,    2.09,    3.19,     6,        15,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             15,1,           grün,             17,              319623,15,
319701,            Kübel Bud Living weiß 10.5cm,    0.89,       0,    1.29,    12,       360,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            360,1,           weiß,           10.5,              319700,360,
319708,               Kübel Bud Living rosa 9cm,    0.69,       0,    0.99,    20,      1100,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,           1100,1,           rosa,              9,              319700,1100,
319709,            Kübel Bud Living rosa 10.5cm,    0.89,       0,    1.29,    12,       543,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            543,1,           rosa,           10.5,              319700,543,
319710,              Kübel Bud Living rosa 13cm,    0.99,       0,    1.39,     9,       531,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            531,1,           rosa,             13,              319700,531,
319711,            Kübel Bud Living rosa 15.5cm,    1.59,       0,    2.19,     6,       258,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            258,1,           rosa,           15.5,              319700,258,
319712,              Kübel Bud Living rosa 17cm,    1.99,       0,    2.79,     6,       225,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            225,1,           rosa,             17,              319700,225,
319713,              Kübel Bud Living rosa 19cm,    2.79,       0,    3.89,     6,       437,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            437,1,           rosa,             19,              319700,437,
319714,            Kübel Bud Living rosa 22.5cm,    3.29,       0,    4.59,     1,       151,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            151,1,           rosa,           22.5,              319700,151,
319715,              Kübel Bud Living rosa 26cm,    4.79,       0,    6.69,     1,       179,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            179,1,           rosa,             26,              319700,179,
319717,            Kübel Bud Living écru 10.5cm,    0.89,       0,    1.29,    12,        71,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             71,1,           écru,           10.5,              319700,71,
319718,              Kübel Bud Living écru 13cm,    0.99,       0,    1.39,     9,        96,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             96,1,           écru,             13,              319700,96,
319719,            Kübel Bud Living écru 15.5cm,    1.59,       0,    2.19,     6,        84,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             84,1,           écru,           15.5,              319700,108,
319720,              Kübel Bud Living écru 17cm,    1.99,       0,    2.79,     6,       252,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            252,1,           écru,             17,              319700,252,
319721,              Kübel Bud Living écru 19cm,    2.79,       0,    3.89,     6,       180,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            180,1,           écru,             19,              319700,180,
319732,              Kübel Palm dunkelgrün 15cm,    0.39,       0,    0.99,     6,       290,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            290,1,     dunkelgrün,undefiniert,              319732,290,
319733,              Kübel Palm dunkelgrün 17cm,    0.79,       0,    1.39,     6,       224,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            224,1,     dunkelgrün,undefiniert,              319732,224,
319734,            Kübel Palm dunkelgrün 19.5cm,    1.29,       0,    2.19,     6,       168,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            168,1,     dunkelgrün,undefiniert,              319732,168,
319735,              Kübel Palm dunkelgrün 22cm,    1.59,       0,    2.79,     4,       132,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            132,1,     dunkelgrün,undefiniert,              319732,132,
